model,model_key,num_folds,selected_fold,selection_rule,train_time_sec_mean,train_time_sec_std,infer_time_sec_mean,infer_time_sec_std,smote_train_only_mean,smote_train_only_std,accuracy_micro_mean,accuracy_micro_std,accuracy_macro_mean,accuracy_macro_std,precision_micro_mean,precision_micro_std,precision_macro_mean,precision_macro_std,recall_micro_mean,recall_micro_std,recall_macro_mean,recall_macro_std,f1_micro_mean,f1_micro_std,f1_macro_mean,f1_macro_std,hamming_loss_mean,hamming_loss_std,subset_accuracy_mean,subset_accuracy_std,hamming_score_mean,hamming_score_std,artifact_dir,threshold_relevance_mean,threshold_relevance_std,threshold_concreteness_mean,threshold_concreteness_std,threshold_constructive_mean,threshold_constructive_std,best_fold_train_split,best_fold_test_split,best_fold_train_size,best_fold_test_size
LSTM,lstm,10,3,f1_macro > f1_micro > subset_accuracy,1.8808133574202657,0.0,0.00530218007043,0.0,0.0,0.0,0.8402777777777778,0.0,0.8402777777777778,0.0,0.779291553133515,0.0,0.7098521767381416,0.0,0.89375,0.0,0.7479578392621872,0.0,0.8326055312954876,0.0,0.7228608192662938,0.0,0.1597222222222222,0.0,0.5333333333333333,0.0,0.6708333333333333,0.0,results/modular_multimodel/model_artifacts/lstm/fold_3,0.1,0.0,0.5500000000000002,0.0,0.8000000000000002,0.0,/home/selab/Desktop/Thomas/Classification-Module-Review_Graph/results/research_comparison/best_fold_feature_analysis/lstm_fold_3/train_split.csv,/home/selab/Desktop/Thomas/Classification-Module-Review_Graph/results/research_comparison/best_fold_feature_analysis/lstm_fold_3/test_split.csv,2158,240
BiLSTM,bilstm,10,6,f1_macro > f1_micro > subset_accuracy,3.20260752690956,0.0,0.0087642818689346,0.0,0.0,0.0,0.825,0.0,0.8250000000000001,0.0,0.7400990099009901,0.0,0.6583547008547008,0.0,0.934375,0.0,0.8675889328063242,0.0,0.8259668508287292,0.0,0.744258651737527,0.0,0.175,0.0,0.5208333333333334,0.0,0.6652777777777777,0.0,results/modular_multimodel/model_artifacts/bilstm/fold_6,0.1,0.0,0.30000000000000004,0.0,0.8500000000000002,0.0,/home/selab/Desktop/Thomas/Classification-Module-Review_Graph/results/research_comparison/best_fold_feature_analysis/bilstm_fold_6/train_split.csv,/home/selab/Desktop/Thomas/Classification-Module-Review_Graph/results/research_comparison/best_fold_feature_analysis/bilstm_fold_6/test_split.csv,2158,240
